customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0350,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,40.88,3659.44,Yes
CUST0351,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,39.68,4387.02,No
CUST0352,Male,0,No,Yes,3,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,84.26,4355.43,No
CUST0353,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.81,7807.3,No
CUST0354,Female,1,Yes,No,58,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,99.23,2949.16,No
CUST0355,Female,0,Yes,Yes,16,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,22.41,1677.32,No
CUST0356,Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,81.04,7296.1,Yes
CUST0357,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.07,1415.22,No
CUST0358,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,119.34,6678.69,Yes
CUST0359,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.88,1218.71,No
CUST0360,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.18,5276.62,No
CUST0361,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,30.82,1221.32,No
CUST0362,Male,0,No,Yes,64,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.09,7386.22,Yes
CUST0363,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card,72.32,4528.77,No
CUST0364,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,109.91,2647.61,No
CUST0365,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.66,1139.78,Yes
CUST0366,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.97,2982.11,Yes
CUST0367,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,60.36,5646.06,No
CUST0368,Female,0,No,Yes,36,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,60.44,3091.91,No
CUST0369,Male,1,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,42.63,1983.83,No
CUST0370,Male,1,Yes,No,27,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card,21.73,4627.73,Yes
CUST0371,Female,0,No,No,41,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,77.49,3354.22,No
CUST0372,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,41.24,1343.13,Yes
CUST0373,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.83,1248.82,No
CUST0374,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.54,5665.55,No
CUST0375,Male,0,No,Yes,54,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,38.96,7797.88,No
CUST0376,Female,0,Yes,Yes,71,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,23.18,1880.09,No
CUST0377,Female,0,No,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,87.42,6189.73,No
CUST0378,Male,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,60.14,719.1,Yes
CUST0379,Female,0,No,Yes,26,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,76.15,3064.98,No
CUST0380,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,83.7,4063.37,Yes
CUST0381,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,117.25,2164.6,No
CUST0382,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,26.83,4246.04,No
CUST0383,Female,0,Yes,Yes,9,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,61.79,7063.26,No
CUST0384,Male,0,Yes,No,8,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.59,7556.61,No
CUST0385,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.67,822.44,Yes
CUST0386,Female,0,No,Yes,26,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.05,2189.33,No
CUST0387,Male,0,Yes,Yes,33,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.4,7833.49,No
CUST0388,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer,86.19,2177.94,No
CUST0389,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,64.12,5547.8,No
CUST0390,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,87.11,2042.56,No
CUST0391,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,23.24,2863.8,No
CUST0392,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card,78.62,1546.41,No
CUST0393,Female,0,No,No,34,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.38,6853.28,Yes
CUST0394,Female,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,54.66,7063.54,No
CUST0395,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,40.15,2389.36,No
CUST0396,Female,0,Yes,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,100.76,6592.25,Yes
CUST0397,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,25.39,2878.77,No
CUST0398,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer,26.97,810.17,No
CUST0399,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,64.05,6069.45,Yes
CUST0400,Male,0,No,Yes,0,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,45.26,4779.64,Yes
CUST0401,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,94.55,2209.57,Yes
CUST0402,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,83.42,2038.94,No
CUST0403,Male,0,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.25,7805.47,No
CUST0404,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card,52.47,6902.76,No
CUST0405,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,94.05,6482.19,Yes
CUST0406,Female,1,Yes,Yes,40,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer,106.23,1041.58,No
CUST0407,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.53,6046.39,No
CUST0408,Female,0,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,53.99,1732.03,No
CUST0409,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.0,7819.56,No
CUST0410,Female,0,Yes,No,21,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,24.98,435.67,No
CUST0411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,55.02,2830.07,No
CUST0412,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,31.87,3440.61,No
CUST0413,Female,0,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,22.9,6597.14,No
CUST0414,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.29,6134.46,Yes
CUST0415,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,63.12,3012.44,No
CUST0416,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,88.7,4533.17,No
CUST0417,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,48.93,6688.05,Yes
CUST0418,Female,1,No,No,25,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card,104.97,165.23,No
CUST0419,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,63.76,6421.38,No
CUST0420,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.82,7576.23,Yes
CUST0421,Female,1,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,115.42,275.87,No
CUST0422,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,97.33,383.74,No
CUST0423,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,113.24,2769.22,No
CUST0424,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,90.71,720.4,Yes
CUST0425,Female,0,Yes,No,39,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,109.56,3844.62,No
CUST0426,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,43.65,5835.11,Yes
CUST0427,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,54.54,4543.86,No
CUST0428,Female,0,Yes,No,3,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,95.29,1587.53,Yes
CUST0429,Male,0,No,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,62.46,5245.39,No
CUST0430,Female,0,No,Yes,14,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card,103.73,5485.14,Yes
CUST0431,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,107.76,7460.92,Yes
CUST0432,Female,0,No,No,40,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.97,1191.44,Yes
CUST0433,Male,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,102.35,5544.84,No
CUST0434,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,35.43,7293.19,No
CUST0435,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,53.42,4022.48,Yes
CUST0436,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,71.8,2907.16,No
CUST0437,Female,0,Yes,Yes,14,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,42.64,1382.58,Yes
CUST0438,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer,77.93,6936.96,No
CUST0439,Male,0,Yes,No,0,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,77.87,3166.09,Yes
CUST0440,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,40.69,7400.56,No
CUST0441,Male,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.56,6785.11,No
CUST0442,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,83.16,3025.59,No
CUST0443,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,51.78,4599.84,No
CUST0444,Female,0,No,No,62,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,43.22,236.85,Yes
CUST0445,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,107.88,2120.51,No
CUST0446,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card,103.57,5687.98,Yes
CUST0447,Male,0,Yes,No,23,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,42.98,5429.73,No
CUST0448,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.56,2839.89,Yes
CUST0449,Male,1,No,No,3,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,One year,No,Electronic check,100.45,6472.69,Yes
CUST0450,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,81.55,1901.97,Yes
CUST0451,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,30.09,3700.94,No
CUST0452,Female,0,Yes,No,56,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,78.74,3790.79,No
CUST0453,Female,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,65.22,2739.72,No
CUST0454,Female,1,No,No,52,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,97.46,7638.24,Yes
CUST0455,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,40.91,5579.54,No
CUST0456,Male,0,No,Yes,68,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,65.32,4322.81,No
CUST0457,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,35.62,4093.91,No
CUST0458,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.75,1291.18,Yes
CUST0459,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card,97.87,2990.05,No
CUST0460,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,93.67,5388.73,No
CUST0461,Female,0,No,No,59,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,89.02,7398.07,No
CUST0462,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,62.33,6535.38,Yes
CUST0463,Female,0,No,No,69,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,112.33,2417.11,Yes
CUST0464,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,27.29,3482.97,Yes
CUST0465,Female,0,No,No,9,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,100.33,681.68,No
CUST0466,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,41.52,835.34,No
CUST0467,Female,0,Yes,No,6,No,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,52.4,3772.44,No
CUST0468,Male,0,No,No,37,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,71.94,4251.15,No
CUST0469,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,98.27,2126.94,No
CUST0470,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.85,5149.41,No
CUST0471,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,78.37,5632.98,No
CUST0472,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,60.3,2406.95,No
CUST0473,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card,114.65,6072.23,No
CUST0474,Female,0,No,No,37,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,44.65,1660.73,No
CUST0475,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,100.31,4363.13,No
CUST0476,Female,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,81.2,6438.16,No
CUST0477,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,57.69,4305.33,No
CUST0478,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,20.14,7265.54,Yes
CUST0479,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.66,486.84,No
CUST0480,Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,47.67,4714.74,Yes
CUST0481,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,30.43,4502.81,Yes
CUST0482,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.52,5289.62,No
CUST0483,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,54.76,6670.59,No
CUST0484,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,81.48,5812.31,No
CUST0485,Male,0,No,Yes,50,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.75,6326.46,No
CUST0486,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,38.36,2324.76,Yes
CUST0487,Male,0,No,No,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,62.46,3112.23,Yes
CUST0488,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,59.2,5021.68,No
CUST0489,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,71.34,4436.62,No
CUST0490,Male,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,100.96,7689.61,Yes
CUST0491,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.36,1510.94,No
CUST0492,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,104.67,2823.2,No
CUST0493,Male,0,No,Yes,71,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,71.86,4590.59,No
CUST0494,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,80.38,6946.35,No
CUST0495,Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer,63.74,7436.2,No
CUST0496,Male,0,Yes,Yes,30,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,102.31,2701.57,No
CUST0497,Male,1,No,Yes,41,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card,112.38,555.53,No
CUST0498,Female,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card,83.91,3384.53,Yes
CUST0499,Male,1,No,Yes,58,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,102.08,3166.87,No
CUST0500,Female,0,No,Yes,33,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,25.9,7892.17,No
CUST0501,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card,110.61,3459.87,Yes
CUST0502,Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,38.89,2459.67,Yes
CUST0503,Male,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,45.65,2935.71,No
CUST0504,Female,0,Yes,Yes,16,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer,25.33,3187.47,No
CUST0505,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,116.54,6575.89,No
CUST0506,Male,0,No,Yes,47,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,105.2,666.5,Yes
CUST0507,Female,0,No,Yes,51,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,111.32,2545.73,No
CUST0508,Male,1,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Bank transfer,104.72,7731.22,No
CUST0509,Female,0,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,67.95,1241.76,Yes
CUST0510,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,112.41,5945.96,No
CUST0511,Male,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card,116.95,2864.02,Yes
CUST0512,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,70.26,4662.65,Yes
CUST0513,Male,1,Yes,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,37.56,814.39,No
CUST0514,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,85.86,2465.17,No
CUST0515,Female,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,117.54,4016.9,Yes
CUST0516,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,107.21,1868.97,No
CUST0517,Female,0,Yes,No,69,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,106.18,4344.12,Yes
CUST0518,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer,113.38,1773.68,Yes
CUST0519,Female,1,No,No,22,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer,109.4,5207.8,No
CUST0520,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.63,7236.75,No
CUST0521,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,91.83,702.2,Yes
CUST0522,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,46.48,1748.6,No
CUST0523,Female,1,No,Yes,40,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,82.13,6758.5,Yes
CUST0524,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card,72.15,5059.8,No
